codigomuestra,parcela,usuarioident,fechacreacionident,fechaenvioident,idodkident,fechaidentificacion,identificadores,otrosidentificadores,idparentalidentificaciones,identificaciones
20190927M01,p182,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-17T18:43:26Z,2019-10-17T18:43:26Z,uuid:adb97e47-01f7-4c47-bfb0-1f9c0105fdda,2019-10-17,emdr,NULL,uuid:adb97e47-01f7-4c47-bfb0-1f9c0105fdda,"dorymyrmexsp,monomoriumsp,pheidolesp"
PN166M3,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:16Z,2019-10-17T21:24:16Z,uuid:f2a74eeb-8a5d-4a0e-b81a-ad8d77cbb23a,2019-10-17,eagv,NULL,uuid:f2a74eeb-8a5d-4a0e-b81a-ad8d77cbb23a,solenopsissp
PN167M2,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:16Z,2019-10-17T21:24:16Z,uuid:2aeb4995-2934-487c-ba9d-c6cc5dee241b,2019-10-17,eagv,NULL,uuid:2aeb4995-2934-487c-ba9d-c6cc5dee241b,solenopsissp
PN166M4,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:16Z,2019-10-17T21:24:16Z,uuid:0b1a3b4d-f431-4660-aac8-00a3ef2f9d9e,2019-10-17,eagv,NULL,uuid:0b1a3b4d-f431-4660-aac8-00a3ef2f9d9e,solenopsissp
PN151M1,p151,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:17Z,2019-10-17T21:24:17Z,uuid:7de5905f-bb29-4467-bdc2-a464d5ca04e2,2019-10-17,eagv,NULL,uuid:7de5905f-bb29-4467-bdc2-a464d5ca04e2,paratrechinasp
PN77M1,p77,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:17Z,2019-10-17T21:24:17Z,uuid:b05010be-0ea9-4a1f-b939-82cd7651ed73,2019-10-17,eagv,NULL,uuid:b05010be-0ea9-4a1f-b939-82cd7651ed73,solenopsissp
PN167M3,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:17Z,2019-10-17T21:24:17Z,uuid:b68b506b-7410-411e-9be8-d72ae804ff20,2019-10-17,eagv,NULL,uuid:b68b506b-7410-411e-9be8-d72ae804ff20,monomoriumsp
PN166M2,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:17Z,2019-10-17T21:24:17Z,uuid:6d132bf2-eaf8-4d94-8f82-cd3836858dbd,2019-10-17,eagv,NULL,uuid:6d132bf2-eaf8-4d94-8f82-cd3836858dbd,solenopsissp
PN166M1,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:18Z,2019-10-17T21:24:18Z,uuid:4d6de643-e0ab-406a-b6d7-9de7bc42bb18,2019-10-17,eagv,NULL,uuid:4d6de643-e0ab-406a-b6d7-9de7bc42bb18,paratrechinasp
PN151M2,p151,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:24:18Z,2019-10-17T21:24:18Z,uuid:073ea94d-4812-485c-b346-842e80f1f106,2019-10-17,eagv,NULL,uuid:073ea94d-4812-485c-b346-842e80f1f106,paratrechinasp
PN86M1,p86,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:27:51Z,2019-10-17T21:27:51Z,uuid:46845763-85ed-4f0a-b963-4d8bb4515a64,2019-10-17,eagv,NULL,uuid:46845763-85ed-4f0a-b963-4d8bb4515a64,solenopsissp
PN167M1,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17T21:40:31Z,2019-10-17T21:40:31Z,uuid:f36de337-95c7-48a1-a8cb-68ef51c8a2ce,2019-10-17,eagv,NULL,uuid:f36de337-95c7-48a1-a8cb-68ef51c8a2ce,solenopsissp
20191410k9.2,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:26:54Z,2019-10-31T14:26:54Z,uuid:44154a6c-5daf-48ee-a56c-2f555cbfe5c2,2019-10-18,kmfg,NULL,uuid:44154a6c-5daf-48ee-a56c-2f555cbfe5c2,"dorymyrmexsp,pheidolesp"
20191410k11.1,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:13Z,2019-10-31T14:51:13Z,uuid:5333ff5a-2227-4783-bb7f-e3107c82ac84,2019-10-31,kmfg,NULL,uuid:5333ff5a-2227-4783-bb7f-e3107c82ac84,solenopsissp
20191410k11.2,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:14Z,2019-10-31T14:51:14Z,uuid:98cf39c6-ba65-4339-b9d2-14842d883fbf,2019-10-31,kmfg,NULL,uuid:98cf39c6-ba65-4339-b9d2-14842d883fbf,brachymyrmexsp
20191410k11.3,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:14Z,2019-10-31T14:51:14Z,uuid:d38d1de6-775a-4f34-a1bb-4f86f28fbe65,2019-10-31,kmfg,NULL,uuid:d38d1de6-775a-4f34-a1bb-4f86f28fbe65,brachymyrmexsp
20191410k11.4,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:14Z,2019-10-31T14:51:14Z,uuid:6c3e5d6d-7396-45f6-899a-1bf7444e9711,2019-10-31,kmfg,NULL,uuid:6c3e5d6d-7396-45f6-899a-1bf7444e9711,dorymyrmexsp
20191410k11.5,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:14Z,2019-10-31T14:51:14Z,uuid:f4d1274f-09cb-4d14-a271-a1e1c33abc23,2019-10-31,kmfg,NULL,uuid:f4d1274f-09cb-4d14-a271-a1e1c33abc23,dorymyrmexsp
20191410k11.6,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:15Z,2019-10-31T14:51:15Z,uuid:1775291a-4d2f-4e84-82b7-6f4d3e28dfe8,2019-10-31,kmfg,NULL,uuid:1775291a-4d2f-4e84-82b7-6f4d3e28dfe8,solenopsissp
20191410k11.7,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:51:15Z,2019-10-31T14:51:15Z,uuid:28a318fb-93e1-4b20-9b9f-55c5f4e1453c,2019-10-31,kmfg,NULL,uuid:28a318fb-93e1-4b20-9b9f-55c5f4e1453c,brachymyrmexsp
20191013k7.1,p179,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:54:08Z,2019-10-31T14:54:08Z,uuid:3cf256c4-be3f-4e39-adce-f43d32f8d9fa,2019-10-18,kmfg,NULL,uuid:3cf256c4-be3f-4e39-adce-f43d32f8d9fa,brachymyrmexsp
20191013k7,p179,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:54:08Z,2019-10-31T14:54:08Z,uuid:d2315b6c-c3ed-442d-891c-912a76474545,2019-10-18,kmfg,NULL,uuid:d2315b6c-c3ed-442d-891c-912a76474545,dorymyrmexsp
20191012k4,p66,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:56:16Z,2019-10-31T14:56:16Z,uuid:936c79d7-6164-4fd4-8076-db7cdf6dc3cb,2019-10-16,kmfg,NULL,uuid:936c79d7-6164-4fd4-8076-db7cdf6dc3cb,solenopsissp
20191012k4.2,p66,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:56:16Z,2019-10-31T14:56:16Z,uuid:2c0b3cef-fb22-4b24-8b4d-12906cb75fdc,2019-10-18,kmfg,NULL,uuid:2c0b3cef-fb22-4b24-8b4d-12906cb75fdc,dorymyrmexsp
20191012k4.1,p66,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T14:56:16Z,2019-10-31T14:56:16Z,uuid:22f23020-4745-47ee-84f5-b79ebe97fa15,2019-10-18,kmfg,NULL,uuid:22f23020-4745-47ee-84f5-b79ebe97fa15,solenopsissp
20191012k5.1,p160,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:02:44Z,2019-10-31T15:02:44Z,uuid:454ae767-1a39-42c3-85fb-1d1a06adbc15,2019-10-18,kmfg,NULL,uuid:454ae767-1a39-42c3-85fb-1d1a06adbc15,"brachymyrmexsp,dorymyrmexsp,pheidolejamaicensis,pseudomyrmexsp,solenopsissp"
20191012k5,p179,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:02:44Z,2019-10-31T15:02:44Z,uuid:de761dc2-d945-4c75-8bcc-ec5be16d2571,2019-10-24,kmfg,NULL,uuid:de761dc2-d945-4c75-8bcc-ec5be16d2571,solenopsissp
20191013k3,p143,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:07:41Z,2019-10-31T15:07:41Z,uuid:4119dfa0-e30d-4828-888b-f7ed187588dd,2019-10-16,kmfg,NULL,uuid:4119dfa0-e30d-4828-888b-f7ed187588dd,solenopsissp
20190928k3,p143,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:07:41Z,2019-10-31T15:07:41Z,uuid:87945b65-c5ed-461c-9bdf-9377c01e1e06,2019-10-16,kmfg,NULL,uuid:87945b65-c5ed-461c-9bdf-9377c01e1e06,brachymyrmexsp
20191014k9,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:38Z,2019-10-31T15:08:38Z,uuid:b9c51b36-6d19-4299-a380-387c82e95b95,2019-10-18,kmfg,NULL,uuid:b9c51b36-6d19-4299-a380-387c82e95b95,dorymyrmexsp
20191014k9.1,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:38Z,2019-10-31T15:08:38Z,uuid:f9cc1dd4-2fbc-4b08-829d-1452fd815c73,2019-10-18,kmfg,NULL,uuid:f9cc1dd4-2fbc-4b08-829d-1452fd815c73,cardiocondylasp
20191014k9.3,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:38Z,2019-10-31T15:08:38Z,uuid:ce0eda19-57d2-443d-8a8f-648a0a459304,2019-10-18,kmfg,NULL,uuid:ce0eda19-57d2-443d-8a8f-648a0a459304,"brachymyrmexheeri,cardiocondylasp"
20191013k8,p131,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:39Z,2019-10-31T15:08:39Z,uuid:8325e6a1-5352-4da2-88f7-1514622db378,2019-10-24,kmfg,NULL,uuid:8325e6a1-5352-4da2-88f7-1514622db378,"brachymyrmexsp,monomoriumsp"
20191012k6,p168,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:39Z,2019-10-31T15:08:39Z,uuid:1e421bbd-c37e-43f8-9e72-60c341c81322,2019-10-24,kmfg,NULL,uuid:1e421bbd-c37e-43f8-9e72-60c341c81322,dorymyrmexsp
20191410k10,p25,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:39Z,2019-10-31T15:08:39Z,uuid:2476d78c-42dc-429b-9334-1f3d2c314c5b,2019-10-24,kmfg,NULL,uuid:2476d78c-42dc-429b-9334-1f3d2c314c5b,dorymyrmexsp
20191410k11,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31T15:08:39Z,2019-10-31T15:08:39Z,uuid:8d8679b6-66cc-4c1a-8ed4-e10bd3c42c10,2019-10-31,kmfg,NULL,uuid:8d8679b6-66cc-4c1a-8ed4-e10bd3c42c10,"dorymyrmexsp,solenopsissp"
20191012M02,p16,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:50Z,2019-10-31T17:06:50Z,uuid:2c59d217-6cf7-4ba0-a237-4e0b8ddf99a5,2019-10-18,emdr,NULL,uuid:2c59d217-6cf7-4ba0-a237-4e0b8ddf99a5,"brachymyrmexsp,dorymyrmexsp"
20191012M03,p40,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:50Z,2019-10-31T17:06:50Z,uuid:98a2c2b9-30be-44af-b688-7d4c4b91a847,2019-10-18,emdr,NULL,uuid:98a2c2b9-30be-44af-b688-7d4c4b91a847,solenopsissp
20191013M04,p24,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:50Z,2019-10-31T17:06:50Z,uuid:8cd37d88-618e-4158-a8fc-f815d65aac47,2019-10-18,emdr,NULL,uuid:8cd37d88-618e-4158-a8fc-f815d65aac47,"brachymyrmexsp,cardiocondylasp,dorymyrmexsp,paratrechinasp,pheidolesp,tetramoriumsp"
20191013M05,p107,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:51Z,2019-10-31T17:06:51Z,uuid:ec5c6c19-982b-4b12-89eb-b44e24789ec7,2019-10-18,emdr,NULL,uuid:ec5c6c19-982b-4b12-89eb-b44e24789ec7,"cardiocondylasp,dorymyrmexsp,pheidolesp,solenopsissp"
20191014M06,p171,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:51Z,2019-10-31T17:06:51Z,uuid:af1bf522-b86e-4a86-891c-3b41ae1c4c5a,2019-10-24,emdr,NULL,uuid:af1bf522-b86e-4a86-891c-3b41ae1c4c5a,"brachymyrmexsp,dorymyrmexsp,solenopsissp"
20191025M10,p33,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:55Z,2019-10-31T17:06:55Z,uuid:bdf1381b-e75b-4ea7-b5dd-ecd2a5434bfe,2019-10-25,emdr,NULL,uuid:bdf1381b-e75b-4ea7-b5dd-ecd2a5434bfe,"brachymyrmexsp,cardiocondylasp,dorymyrmexsp,pheidolesp,solenopsissp,wasmanniasp"
20191025M09,p42,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:56Z,2019-10-31T17:06:56Z,uuid:3655a453-308d-4abb-aa44-795d5a1d6427,2019-10-31,emdr,NULL,uuid:3655a453-308d-4abb-aa44-795d5a1d6427,"brachymyrmexsp,dorymyrmexsp,paratrechinasp,solenopsissp"
20191024M08,p134,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:57Z,2019-10-31T17:06:57Z,uuid:d150b6e8-f225-46e2-b14f-29ac48c9f4a2,2019-10-31,emdr,NULL,uuid:d150b6e8-f225-46e2-b14f-29ac48c9f4a2,"brachymyrmexsp,cardiocondylasp,pheidolesp,solenopsissp"
20191026M11,p132,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31T17:06:57Z,2019-10-31T17:06:57Z,uuid:85e1eea9-73b5-4b9c-ba52-b2c10af6ad57,2019-10-31,emdr,NULL,uuid:85e1eea9-73b5-4b9c-ba52-b2c10af6ad57,"dorymyrmexsp,pheidolesp,pseudomyrmexsp,solenopsissp,tetramoriumsp"
H20190914m1,p148,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:37Z,2019-11-01T01:09:37Z,uuid:a69d441b-b97f-43cf-81b6-98bf15b72546,2019-09-14,"mlt,otra","Juda Martínez, Diyael Sosa",uuid:a69d441b-b97f-43cf-81b6-98bf15b72546,"dorymyrmexantillana,paratrechinalongicornis"
H20191012m2,p107,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01T01:09:38Z,2019-11-01T01:09:38Z,uuid:fd53295f-ab64-4e52-b3be-3593b2d5e97d,2019-10-12,"mlt,otra",Diyael Sosa,uuid:fd53295f-ab64-4e52-b3be-3593b2d5e97d,"dorymyrmexantillana,monomoriumpharaonis"
